Date,Gap %,SP500 %,Nasdaq %,Nikkei %,HangSeng %,NIFTY Prev %,Volatility,Target
2015-01-13,0.7441654973142616,-0.8403811034715436,-0.6781847346680303,0.17842769059412955,0.3541768291508651,0.17985865924317057,1.7314723828951142,1
2015-01-14,0.09458043961666093,-1.0651370382955494,-0.9049573201396988,-0.6397328499241017,1.2375506388740964,-0.26327909136885097,0.7995897515484718,1
2015-01-15,1.775286150852073,-0.5813067327385291,-0.4758162776198671,-1.7073673651614607,-0.4268715676000512,2.6167234392820093,1.1652350980718384,1
2015-01-16,0.11654389912175314,-0.9247875921837956,-1.476509544403637,1.861985047558412,0.9883237425065694,0.23132877520259942,1.128873994057557,1
2015-01-20,0.7200052396551508,1.3424199395820402,1.3905614537018884,-1.4293258615009186,-1.0159399521931345,2.135354469897277,1.3000178109194969,1
2015-01-21,0.27658565631368415,0.15499523698385698,0.44170342875144986,2.9775608174232193,-0.632104265115585,0.38985684884169647,1.2707684009464695,1
2015-01-22,0.1872914757431697,0.4731623968765364,0.2700371430882198,-0.49417727805716183,1.6759936439665557,0.36543204794088346,1.1357262898285196,1
2015-01-23,0.7595795388909584,1.5269721916580492,1.7778554717102768,0.28088954232365904,0.6982865088810408,0.8468876599840858,0.7851161923334913,1
2015-01-27,0.4046131737575288,-0.5491522439307173,0.15746001647269914,1.0544766737695443,1.3367993069539397,0.8477114619988679,0.7204532170500668,1
2015-01-28,-0.086976039503956,-1.0853787753941302,-1.6053344072097464,1.4650208074578508,-0.17371887926447283,0.04264412420740271,0.3466401593394047,0
2015-01-29,-0.14358732562224735,-1.3495609366348305,-0.9293979627256199,0.15437428619480276,0.21981955113823393,0.42684008302582566,0.34412765881717106,0
2015-01-30,0.49428364542042585,0.9534685287099887,0.9793018005593179,-1.0649170370263028,-1.0697569149219932,-1.602363904552817,1.0154197099536493,1
2015-02-02,-0.07265822453630771,-1.2991965252009852,-1.028522385781594,0.3871922488333901,-0.3610317575334032,-0.13054977908750764,0.9290687184681247,0
2015-02-03,0.2927001029467823,1.296246371066978,0.8942299629662864,-0.6583059352293752,-0.09103725729441292,-0.4643483770618517,0.7725283907942935,1
2015-02-04,0.3722994405861595,1.4439495293299576,1.0915902830496371,-1.265457106765111,0.2860518912169985,-0.3751432939651078,0.7420356499561246,1
2015-02-05,0.1077457254612049,-0.41560462088314765,-0.2335161941053543,1.9779280088734197,0.5089863249795323,-0.13755630903555804,0.6105547739818653,1
2015-02-06,-0.17046713735041807,1.0291406686777416,1.0261390450860164,-0.9849179943909991,0.34737156910826794,-0.5814064934449137,0.19987704146887764,0
2015-02-09,-0.8849898775667598,-0.34181723141418763,-0.43441260179784,0.8219593823728388,-0.3476596205452487,-1.555240973670402,0.5461368358045521,0
2015-02-10,-0.5658928170966335,-0.42471943609877494,-0.3876177619358212,0.3594055443805422,-0.6417930953268813,0.45975355349490155,0.7363714419895415,0
2015-02-12,1.300563223204144,1.0675561019232394,1.3040677897456554,-0.3345202981570927,0.028953180437185644,1.7045023767195966,1.2134675223700255,1
2015-02-13,0.3437987038355039,0.9615192828467567,1.4614658697062133,1.8526423263465208,-0.43195037706673656,1.07845558389561,1.303063754217521,1
2015-02-18,0.0687048400147635,0.40747384917307894,0.7458396513605026,-0.36908987197707965,1.0661987896649627,0.7222714141729591,1.2307362992310882,1
2015-02-23,-0.13811999571017616,0.12827631122593885,0.2558322284951675,1.5955161781317173,0.6058575061760774,-1.2870462514801284,1.1206764931077065,0
2015-02-24,0.20502909682011372,0.47530960878174877,1.113052305257889,1.4712209466112514,0.018845330255357062,0.08166139044774035,1.139667766616458,1
2015-02-25,0.45423794551953267,0.2758770892866691,0.1441230653301817,0.7394874047904176,-0.3490368870297744,0.05878032497472763,0.903573318254893,1
2015-02-26,0.13402150047050101,-0.07657236475081541,-0.01972537792231943,-0.09826790223855797,0.11397537065078733,-0.9512719567139061,0.8238246517996869,1
2015-02-27,0.5256930126440269,-0.1476028227480719,0.4177454114211443,1.0792988624390487,0.4995554716166639,1.8511375395821705,1.2233217347267524,1
2015-03-02,1.2352170230995918,-0.29563045487578377,-0.4883898982291024,0.06467862800212387,-0.31632516605091254,1.268009809128312,1.104981395515278,1
2015-03-03,0.0681006991933458,0.6124919257840311,0.8979559794985104,0.1539605248871423,0.25842824640796014,0.4410081781896391,1.0856028982150294,1
2015-03-04,1.254971689592886,-0.45385421527393,-0.5630916867196301,-0.06225515109244961,-0.7419813380070805,-0.8181143184660233,1.241159311979553,1
2015-03-05,0.07565016788164426,-0.438850348301556,-0.2562253433848083,-0.5929290314222624,-0.9610191413969016,0.16922784950608172,1.02857898059771,1
2015-03-09,-0.5213796467231686,0.11960799848387271,0.3154717089450143,0.2579195202126794,-1.1131721122201177,-2.025118178512486,1.2664073178177966,0
2015-03-10,0.14845690467353756,-1.028543341397603,-0.8101877597737173,0.2064380765970597,-0.28929098601128134,-0.5104655872612551,0.9680908090073557,1
2015-03-11,0.19169076953066194,-1.696133008584244,-1.6722489969242638,-0.6675770588649876,-0.9371547344903641,-0.13888361116221049,0.8470508184711453,1
2015-03-12,0.46782101504936324,-0.19176795748703235,-0.20268566290058132,0.3129376585825572,-0.749089475379916,0.8741406902360804,1.077222207602156,1
2015-03-13,0.7754079841328624,1.2601439566208406,0.8938275149790842,1.4291642300657603,0.3372558106940371,-1.4613719234275346,1.1350067940783952,1
2015-03-16,0.10407331386776907,-0.6074710968194674,-0.4399958568902851,1.3855990179615363,0.10610152721199917,-0.16882552542568652,0.8386093392269074,1
2015-03-17,0.6480741817118922,1.3533671171787054,1.1854032788620295,-0.04253322318449326,0.5303224828989261,1.0442238346779709,1.004174644512169,1
2015-03-18,0.22469233405193237,-0.3320173700583018,0.16067338402454556,0.99209629243322,-0.20067410580671963,-0.42873012391942966,1.0245112548094393,1
2015-03-19,0.7316432589543803,1.2158421402569175,0.919504696318385,0.5529684043319438,0.914544832169617,-0.590036699653107,0.9043544417306794,1
2015-03-20,-0.07817340244984042,-0.4872579408787825,0.1916542313859848,-0.3475145936142843,1.4461417447421576,-0.7383043564707203,0.7142272421303004,0
2015-03-23,0.2409246767712607,0.9012754669798451,0.6818399212706439,0.4295427626898052,-0.3827324747175731,-0.2333477124745964,0.714640417134331,1
2015-03-24,-0.16197809943717092,-0.17457310425351702,-0.30737000233531653,0.9925177983497013,0.48930607494814815,-0.0929749494125387,0.2607851917258003,0
2015-03-25,0.3037615193722986,-0.6139421956948832,-0.32409361218895816,-0.20709432016192686,-0.3874752226443623,-0.14222710360253243,0.28757492497433473,1
2015-03-26,-0.6546819835616325,-1.4558905652342857,-2.366693723179125,0.16613023746676614,0.527184303981687,-2.2113918786236364,0.8918786723342829,0
2015-03-27,0.6455123301962619,-0.2377499996742527,-0.26986777860629196,-1.3930786126364891,-0.1269981161693967,-0.008990487642646094,0.939093673842934,1
2015-03-30,0.59402261451434,0.23685613495147972,0.5728622258214466,-0.9526328708193921,-0.044416964553728455,1.8090417315550278,1.4237482446894538,1
2015-03-31,0.41566837605068474,1.2236645187396533,1.1494008466820915,0.6521411312239378,1.5066442879893893,-0.01530568535489385,1.4246671782200828,1
2015-04-01,-0.08597108335296197,-0.8795775050879251,-0.941093962638706,-1.0530417802763092,0.18415314815445338,1.1217759981156483,1.5268383555823575,0
2015-04-08,1.312565966661814,-0.3965371271123064,-0.4213509173356722,-0.8962903012097123,0.7303328131461173,1.4925070971029353,0.8497963410256394,1
2015-04-09,0.47966357768537304,1.0783157450551029,1.4464450247736016,3.966257185887967,4.601207503164528,0.7332623152276119,0.7088624152479567,1
2015-04-10,-0.04499954889203768,0.44574810183850566,0.4795212756252276,0.7474056201783874,2.696707101590734,0.02335081659441407,0.6656602729120977,0
2015-04-13,0.24373050706489255,0.5202865037342352,0.4305892706631731,-0.15091917575755787,1.2173220191354694,0.6110279546012176,0.5537122068491307,1
2015-04-16,-0.8710685455342994,-0.458128059365126,-0.1547240080818857,-0.010899950327225572,2.7278474739505842,-1.4410211080767454,1.0969171553088417,0
2015-04-17,-0.09935326163702275,0.6002618488592404,0.3917213263669561,-0.09892464340226503,-0.9873841757802371,-1.156582781691673,1.0029005322287166,0
2015-04-20,0.14873117229258656,-1.1311245518606405,-1.5172357442320816,-1.1711323090063064,-0.3121582523700317,-1.8347709810016322,1.0331451573977097,1
2015-04-21,-0.37878341259718407,0.9235131672624686,1.273164179408881,-0.09357724769001319,-2.018540658239776,-0.8327270348106652,0.9374591624606385,0
2015-04-22,0.2703636492495001,-0.14806053255762563,0.3904216477541578,1.398557365621067,2.7885680294773785,0.6200972255378856,0.9411895804850459,1
2015-04-23,0.5753466775362827,0.5087480356207541,0.42021147979471873,1.1291854556855885,0.29931026096305935,-0.37249712205020824,0.9168607367339284,1
2015-04-24,0.08811772379058773,0.2357715893671175,0.41488444368071864,0.2669626796456548,-0.3800063081508598,-1.107960025856236,0.9112508758272813,1
2015-04-27,0.30462423993859306,0.2252800575326619,0.7124128098523475,-0.8302666475878628,0.8383059201776177,-1.1011130948797465,0.723744373032664,1
2015-04-28,0.021305608142546884,-0.41413142499162614,-0.6250898971863816,-0.1834099817955792,1.3278558652465966,0.8741362876475867,0.9342047631998338,1
2015-04-30,-0.7374192847294593,0.2769231695356478,-0.09545137344992849,0.3784601611109162,0.03221596815716765,-1.2563919846816263,0.8894607637202141,0
2015-05-07,-1.2772718939069851,-1.383135668583113,-2.2550055536775027,-2.6867780921506546,-1.089029717590595,-1.5180614228747835,0.9630360051426959,0
2015-05-08,0.9209064712887127,0.11939478701685768,0.08337921594683273,-1.1681322601156952,-2.996585138005192,1.6655728167695338,1.4384736190041836,1
2015-05-11,0.6311444218091925,1.3457901176364917,1.1729713068099334,0.45199700855449443,1.0530210667910156,1.6327900872856072,1.5569501779409192,1
2015-05-12,0.01081517822287619,-0.5089560528435566,-0.19945800198492014,1.2473210177839533,0.5107794145414069,-2.381908107113906,1.8911783392383938,1
2015-05-13,0.6718339360131949,-0.29496376848567873,-0.34804525468349334,0.02002805919147921,-1.1220769747538717,1.335064167891442,1.9424814883720252,1
2015-05-14,-0.03642788103688074,-0.030495478248648844,0.11052632766759274,0.7127745270214092,-0.5761278337479414,-0.13660455388829762,1.7335013016465652,0
2015-05-15,0.19575896734829243,1.0779286625573148,1.38727749205807,-0.9839778242818786,0.1367797069747656,0.4638677701966021,1.5960051594524853,1
2015-05-18,0.27353703251501127,0.07684139066803652,-0.04969045937379679,0.8312605545549356,1.9633427468345621,1.3470838987944989,1.5350569744097626,1
2015-05-19,-0.20839412321341896,0.3047948049283322,0.5972299949182247,0.7973964826187174,-0.8303751623288114,-0.095537783724009,0.7317549434951347,0
2015-05-20,0.322748366705088,-0.0643374543626618,-0.16560511391360277,0.684311129676507,0.370730077470216,0.6885251795789804,0.61308693854924,1
2015-05-21,0.1335588994746683,-0.09305162517933008,0.03373647278677172,0.8497775444050504,-0.39174581842053025,-0.026711779894939003,0.5881059292282411,1
2015-05-22,0.1365633535209595,0.23378744854138933,0.3756068687900349,0.03123598067777955,-0.22233085090670457,0.4506613859696085,0.588200574124517,1
2015-05-26,-0.9676210882865494,-0.22338863033564138,-0.028093395529493748,0.304615226662297,1.7043821220970923,-1.4138939605505163,0.8146448246481548,0
2015-05-27,-0.4388784628222703,-1.028198019783788,-1.112317949643904,0.8540604496530158,0.9181968959824927,-0.05695887835976965,0.8146363616052107,0
2015-05-28,0.13318679310057963,0.9162641262365545,1.467186801450504,0.17174137207700557,-0.5969885912042727,-0.187166871908917,0.6958080343654007,1
2015-05-29,0.09736277647553793,-0.12667608976734135,-0.1686029923039123,0.38530004070802537,-2.2324549750375233,1.3781751487558669,1.0166118521136547,1
